Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
HIST,258,Modern Italy since 1848,0,,
HIST,277,The Conflict over Israel/Palestine,1,FC-GLOBAL or FC-PAST,
HIST,363,Popular Culture and American History,0,,
HIST,385,African American Women's History,1,FC-PAST or FC-POWER,
HIST,108,Introduction to Early Medieval History 500-1050,1,FC-KNOWING or FC-PAST,
HIST,278,The Trans-Atlantic Slave Trade,1,FC-GLOBAL or FC-PAST,
HIST,312,History of France and Algeria,1,FC-PAST or FC-POWER,
HIST,458,"Europe and the World Wars, 1914-1945",0,,
HIST,246,The Long Cold War: U.S. Foreign Relations in the 20th and 21st Centuries,1,FC-GLOBAL or FC-PAST,
HIST,76,First-Year Seminar: Understanding 1492,0,,
HIST,279,Modern South Africa,1,FC-PAST or FC-POWER,
HIST,490,Special Topics in History,0,,
HIST,425,"Roman History, 154 BCE-14 CE",0,,
HIST,107,Medieval History,1,FC-KNOWING or FC-PAST,
HIST,260,From Kings to Communists: East-Central Europe in the Modern Era,1,FC-GLOBAL or FC-PAST,
HIST,106,Ancient History,1,FC-PAST,
HIST,366,North Carolina History before 1865,0,,
HIST,373,The United States in World War II,0,,
HIST,334,"Rasputin's Russia: Erotic, Decadent, Revolutionary",0,,
HIST,105,Empires in World History,0,,
HIST,275,African History to 1800,0,,
HIST,362,Baseball and American History,1,FC-PAST,
HIST,374,"The American West, 1800 to the Present",0,,
HIST,272,Modern South Asia,0,,
HIST,273,"Water, Conflict, and Connection in the Middle East",1,FC-GLOBAL or FC-PAST,
HIST,287,Modern Japan,0,,
HIST,210,Global Issues and Globalization,1,FC-GLOBAL or FC-POWER,
HIST,479,History of Female Sexualities,0,,
HIST,360,Ideas in Modern America,1,FC-PAST or FC-POWER,
HIST,256,"France, 1940 to the Present",1,FC-PAST,
HIST,212,History of Sea Power,0,,
HIST,140,The World since 1945,1,FC-GLOBAL or FC-PAST,
HIST,289,America in the 1970s,1,FC-PAST or FC-POWER,
HIST,159,From War to Prosperity: 20th-Century Europe,1,FC-PAST,
HIST,133,Introduction to Chinese History,1,FC-GLOBAL or FC-PAST,
HIST,134,Modern East Asia,0,,
HIST,138,History of Muslim Societies to 1500,0,,
HIST,364,History of American Business,1,FC-PAST or FC-POWER,
HIST,288,Japan in the 20th Century,0,,
HIST,427,"The Early Roman Empire, 14 CE-193 CE",0,,
HIST,428,"The Later Roman Empire, 193 CE-378 CE",0,,
HIST,423,"Archaic Greece, 800-480 BCE",0,,
HIST,477,"Revolution in Russia, 1900-1930",0,,
HIST,478,"Stalin and After: The USSR, 1929-Present",0,,
HIST,264,Gender in Russian History,0,,
HIST,213,Air Power and Modern Warfare,0,,
HIST,231,Native American History: The East,1,FC-KNOWING or FC-PAST,
HIST,51,First-Year Seminar: Latin American Revolutions,1,FC-PAST or FC-POWER,
HIST,52,First-Year Seminar: Conflicts over Israel/Palestine,0,,
HIST,110,Introduction to the Cultures and Histories of Native North America,1,FC-PAST or FC-POWER,
HIST,135,History of the Indian Subcontinent to 1750,1,FC-KNOWING or FC-PAST,
HIST,176H,"Honors Seminar in Russian, Eurasian, and Eastern European History",0,,
HIST,177H,Honors Seminar in Early European History,0,,
HIST,178H,Honors Seminar in Modern European History,0,,
HIST,179H,Honors Seminar in American History,0,,
HIST,262,History of the Holocaust: The Destruction of the European Jews,1,FC-PAST or FC-POWER,
HIST,398,Undergraduate Seminar in History,0,,
HIST,130,Modern African History,1,FC-PAST or FC-POWER,
HIST,131,Southeast Asia to the Early 19th Century,0,,
HIST,375,History of Gender in America,0,,
HIST,376,History of African Americans to 1865,0,,
HIST,377,"History of African Americans, 1865 to Present",1,FC-PAST or FC-POWER,
HIST,235,Native America in the 20th Century,1,FC-PAST or FC-POWER,
HIST,424,Classical Greece (Sixth-Fourth Centuries BCE),0,,
HIST,207,The Global Cold War,1,FC-GLOBAL,
HIST,257,"Politics, Society, and Culture in Postwar Germany",1,FC-PAST or FC-POWER,
HIST,234,Native American Tribal Studies,1,FC-KNOWING or FC-PAST,
HIST,493,Internship in History,0,,
HIST,363H,Popular Culture and American History,0,,
HIST,276,The Modern Middle East,1,FC-GLOBAL or FC-PAST,
HIST,282,China in the World,1,FC-PAST,
HIST,53,"First-Year Seminar: Traveling to European Cities: American Writers/Cultural Identities, 1830-2000",1,FC-KNOWING or FC-PAST,
HIST,62,"First-Year Seminar: Nations, Borders, and Identities",0,,
HIST,63,"First-Year Seminar: Water, Conflict, and Connection: the Middle East and Ottoman Lands",0,,
HIST,64,First-Year Seminar: Gorbachev: The Collapse of the Soviet Empire and the Rise of the New Russia,0,,
HIST,66,"First-Year Seminar: Film and History in Europe and the United States, 1908-1968",0,,
HIST,70,First-Year Seminar: Seeing History in Everyday Places: Chapel Hill as a Case Study,0,,
HIST,354,War and Gender in Movies,0,,
HIST,390,Special Topics in History,0,,
HIST,495,Directed Readings in History,0,,
HIST,236,Sex and American History,1,FC-PAST or FC-POWER,
HIST,431,The Medieval Church,0,,
HIST,306,"Princes and Reformations in Germany, 1400-1600",1,FC-PAST,
HIST,307,"War and Enlightenment in Germany, 1600-1815",1,FC-PAST,
HIST,89,First Year Seminar:  Special Topics,0,,
HIST,203,Empires and Cultures in the Modern World,1,FC-PAST,
HIST,228,Medieval Science,1,FC-KNOWING or FC-PAST,
HIST,355,American Women's History to 1865,0,,
HIST,356,"American Women's History, 1865 to the Present",0,,
HIST,72,First-Year Seminar: Women's Voices: 20th-Century European History in Female Memory,1,FC-PAST or FC-POWER,
HIST,79,First-Year Seminar: Coming of Age in 20th Century America,0,,
HIST,390H,Special Topics in History,0,,
HIST,372H,"History of American Politics, 1932-Present",1,FC-PAST,
HIST,313,Women and the Law in Africa and the Middle East,1,FC-GLOBAL or FC-PAST,
HIST,83,First-Year Seminar: African History through Popular Music,0,,
HIST,84,"First-Year Seminar: Monsters, Murders, and Mayhem in Microhistorical Analysis: French Case Studies",0,,
HIST,284,Late Imperial China,0,,
HIST,285,20th-Century China,1,FC-GLOBAL or FC-PAST,
HIST,432,The Crusades,0,,
HIST,248,Guerrillas and Counterinsurgencies in Latin America,0,,
HIST,315,Nation-Building in Latin America,1,FC-GLOBAL or FC-PAST,
HIST,354H,War and Gender in Movies,0,,
HIST,377H,"History of African Americans, 1865 to Present",1,FC-PAST or FC-POWER,
HIST,335,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
HIST,241,History of Latinos in the United States,0,,
HIST,101,"A History of Lies, Conspiracies, and Misinformation",1,FC-KNOWING or FC-PAST,
HIST,120,Sport and American History,1,FC-PAST or FC-POWER,
HIST,124,United States History through Film,1,FC-POWER,
HIST,137,"Muhammad to Malcolm X: Islam, Politics, Race, and Gender",1,FC-PAST,
HIST,144,Women in the United States from Settlement to Present,1,FC-PAST or FC-POWER,
HIST,163,Modern Central Asia,1,FC-KNOWING or FC-PAST,
HIST,166,History of Afghanistan,0,,
HIST,206,"War, Diplomacy, and Statecraft, 1815-1945",1,FC-PAST,
HIST,220,The Olympic Games: A Global History,1,FC-GLOBAL or FC-PAST,
HIST,239,Religion in North America since 1865,0,,
HIST,244,History of the American Presidency,1,FC-PAST,
HIST,245,"The United States and the Cold War: Origins, Development, Legacy",1,FC-GLOBAL or FC-PAST,
HIST,249,Modern Global Christianity,1,FC-PAST,
HIST,251,The Thirty Years War (1618-1648): Europe in an Age of Crisis,1,FC-PAST or FC-POWER,
HIST,252,"Politics, Society, and Culture in Modern Germany (1871-1945)",1,FC-PAST or FC-POWER,
HIST,261,"France, 1870-1940",0,,
HIST,269,"Modern London: Empire, Race, and Culture",0,,
HIST,325,Food and History,0,,
HIST,330,Jesus and the Jews: From the Bible to the Big Screen,0,,
HIST,350,Environmental History and Computer Science: Mapping the Black Sea,0,,
HIST,361,"Lesbian, Gay, Bisexual, and Transgender Histories in the United States",0,,
HIST,240,Introduction to Mexico: A Nation in Four Revolutions,1,FC-GLOBAL or FC-PAST,
HIST,242,United States-Latin American Relations,1,FC-GLOBAL or FC-PAST,
HIST,490H,Special Topics in History,0,,
HIST,462H,"Germany, 1806-1918: Politics, Society, and Culture",0,,
HIST,463H,"Germany since 1918: Politics, Society, and Culture",0,,
HIST,89H,First Year Seminar:  Special Topics,0,,
HIST,271,Ancient and Medieval Japanese History and Culture,1,FC-GLOBAL or FC-PAST,
HIST,247,Early Modern Japanese History and Culture,1,FC-GLOBAL or FC-PAST,
HIST,234H,Native American Tribal Studies,1,FC-KNOWING or FC-PAST,
HIST,302H,Movies Make History: Films as Primary Sources in Europe and America,1,FC-AESTH or FC-PAST,
HIST,437,Aristocratic Culture in the Central Middle Ages,1,FC-KNOWING or FC-PAST,
HIST,438,"Medieval Masculinities, 500-1200",1,FC-KNOWING or FC-PAST,
HIST,145,Latin American Indigenous Peoples,1,FC-PAST,
HIST,72H,First-Year Seminar: Women's Voices: 20th-Century European History in Female Memory,1,FC-PAST or FC-POWER,
HIST,174H,"Honors Seminar in African, Asian, and Middle Eastern History",0,,
HIST,175H,Honors Seminar in Latin American History,0,,
HIST,309,"Old Regime France, 1661-1787",0,,
HIST,310,The French Revolution,0,,
HIST,459,Global Evangelicalism since 1600,0,,
HIST,438H,"Medieval Masculinities, 500-1200",1,FC-KNOWING or FC-PAST,
HIST,164,Victorian Britain: From Slavery to South African War,1,FC-KNOWING or FC-PAST,
HIST,165,20th Century Britain: from the Great War to Brexit,1,FC-KNOWING or FC-PAST,
HIST,274,"History of the Ottoman Empire, 1300-1923",1,FC-GLOBAL or FC-PAST,
HIST,308,The Renaissance and the Jews,0,,
HIST,483,Nation and Religion in Russia,0,,
HIST,485,From Fiddler on the Roof to the Holocaust: East European and Soviet Jewish History,0,,
HIST,484,Islam in Tsarist and Soviet Russia,0,,
HIST,302,Movies Make History: Films as Primary Sources in Europe and America,1,FC-AESTH or FC-PAST,
HIST,360H,Ideas in Modern America,1,FC-PAST or FC-POWER,
HIST,496,Independent Research in History,0,,
HIST,329H,An Introduction to the History of Medicine,0,,
HIST,74,"First-Year Seminar: Emperors, Courts, and Consumption: The Mughals of India",1,FC-GLOBAL or FC-PAST,
HIST,330H,Jesus and the Jews: From the Bible to the Big Screen,0,,
HIST,347,"Fascist Challenge in Europe, 1918-1945",0,,
HIST,475H,History of Feminism,0,,
HIST,85,First-Year Seminar: What Concentration Camp Survivors Tell Us,0,,
HIST,320,"Art, History, and the Modern Museum",1,FC-AESTH or FC-PAST,
HIST,230,Why History Matters to Public Policy,1,FC-PAST,
HIST,383,"Big-Time College Sports and the Rights of Athletes, 1874 to the Present",0,,
HIST,81,"First-Year Seminar: Diaries, Memoirs, and Testimonies of the Holocaust",0,,
HIST,486,"Extremism, Terrorism, and Security in Postwar Europe",0,,
HIST,442,"Religion, Co-existence, and Conflict in Pre-Colonial India",0,,
HIST,440,Gender in Indian History,0,,
HIST,243,The United States and Africa,1,FC-GLOBAL or FC-PAST,
HIST,243H,The United States and Africa,1,FC-GLOBAL or FC-PAST,
HIST,349,Comparative Empires in the Modern World,0,,
HIST,382,The History of the Civil Rights Movement,1,FC-POWER or FC-VALUES,
HIST,384,America in the Sixties,1,FC-PAST or FC-POWER,
HIST,384H,America in the Sixties,1,FC-PAST or FC-POWER,
HIST,340H,Ethics and Business in Africa,1,FC-PAST,
HIST,63H,"First-Year Seminar: Water, Conflict, and Connection: the Middle East and Ottoman Lands",0,,
HIST,353,"Cinema, Culture, and Society",0,,
HIST,348,History of Migration,0,,
HIST,346,Dictators in the 20th Century,0,,
HIST,84H,"First-Year Seminar: Monsters, Murders, and Mayhem in Microhistorical Analysis: French Case Studies",0,,
HIST,396H,Independent Study in History,0,,
HIST,398H,Undergraduate Seminar in History,0,,
HIST,278H,The Trans-Atlantic Slave Trade,1,FC-GLOBAL or FC-PAST,
HIST,85H,First-Year Seminar: What Concentration Camp Survivors Tell Us,0,,
HIST,486H,"Extremism, Terrorism, and Security in Postwar Europe",0,,
HIST,279H,Modern South Africa,1,FC-PAST or FC-POWER,
HIST,422H,Ancient Greek Warfare,0,,
HIST,489,The History of the 2008 Financial Crisis,1,FC-PAST,
HIST,50,First-Year Seminar: Time and the Medieval Cosmos,0,,
HIST,489H,The History of the 2008 Financial Crisis,1,FC-PAST,
HIST,429,Ancient Sexuality,0,,
HIST,456,"The Holocaust, Genocide and Historical Methodology",1,FC-PAST or FC-POWER,
HIST,395,Research Related Skills,0,,
HIST,388,Chinese Strategic Thought: Antiquity to the Present,0,,
HIST,441,Beauty and the Body in Pre-Colonial Indian History,0,,
HIST,270,Mughal India,0,,
HIST,55,First-Year Seminar: Preventing Broken Hearts in North Carolina: History and Health Care in the South,0,,
HIST,59,First-Year Seminar: Rebuilding the American South: Work and Identity in Modern History,0,,
HIST,466H,Modern European Intellectual History,0,,
HIST,352H,The Great Depression and Its Legacies,0,,
HIST,382H,The History of the Civil Rights Movement,1,FC-POWER or FC-VALUES,
HIST,263,Gender and Religion in Premodern Europe,1,FC-PAST or FC-POWER,
HIST,263H,Gender and Religion in Premodern Europe,1,FC-PAST or FC-POWER,
HIST,229H,The History of London 43 - 1666,1,FC-KNOWING or FC-PAST,
HIST,102,Introduction to Major Problems in U.S History,0,,
HIST,111,Global Food History,0,,
HIST,141,Globalization Since 1500,0,,
HIST,156,"The British Empire, 1815-1994",0,,
HIST,204,"Global Environmental Histories: People, Climate, and Landscapes",0,,
HIST,103,Introduction to Major Problems in Modern World History,0,,
HIST,104,Introduction to Major Problems in European History,0,,
HIST,129,"Modern America, 1980-2020",0,,
HIST,328,History of the Computer,0,,
HIST,344,The Global World Order from World War II to the Present,0,,
HIST,448,Gender and the Law in United States History,0,,
HIST,448H,Gender and the Law in United States History,0,,
HIST,269H,"Modern London: Empire, Race, and Culture",0,,
HIST,335H,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
HIST,220H,The Olympic Games: A Global History,1,FC-GLOBAL or FC-PAST,
HIST,314,Law and Society in Latin America,0,,
HIST,291H,Putting Literature and History in Dialogue,1,FC-AESTH or FC-PAST,
HIST,80,First-Year Seminar: African American Music as History,1,FC-PAST,
HIST,488,Global Intellectual History,1,FC-KNOWING or FC-PAST,
HIST,488H,Global Intellectual History,1,FC-KNOWING or FC-PAST,
HIST,457,"Liberalism, Socialism, and Fascism in Europe",1,FC-KNOWING or FC-PAST,
HIST,445,Humanitarianism in Historical Perspective,1,FC-KNOWING or FC-PAST,
HIST,443,Settler Colonialism in Global Perspective,1,FC-KNOWING or FC-PAST,
HIST,305,"Elizabeth I and her World: Gender, Power, and the Beginnings of the Global",1,FC-KNOWING or FC-PAST,
HIST,180,Genocide in Global Perspective,1,FC-KNOWING or FC-PAST,
HIST,67,"First-Year Seminar: Maid in America, Made in China: Laboring Women in Global Perspective",0,,
HIST,189,The Global World Order from World War II to the Present,1,FC-GLOBAL or FC-PAST,
HIST,189H,The Global World Order from World War II to the Present,1,FC-GLOBAL or FC-PAST,
HIST,132,Modern Southeast Asia,1,FC-GLOBAL or FC-PAST,
HIST,163H,Modern Central Asia,1,FC-KNOWING or FC-PAST,
HIST,256H,"France, 1940 to the Present",1,FC-PAST,
HIST,260H,From Kings to Communists: East-Central Europe in the Modern Era,1,FC-GLOBAL or FC-PAST,
HIST,315H,Nation-Building in Latin America,1,FC-GLOBAL or FC-PAST,
HIST,468,"Culture on the Move: Art, Empire, and Restitution since 1800",1,FC-AESTH or FC-PAST,
HNUR,203,Intermediate Hindi-Urdu I,0,,
HNUR,204,Intermediate Hindi-Urdu II,0,,
HNUR,305,Advanced Hindi-Urdu I,1,FC-AESTH or FC-KNOWING,
HNUR,306,Advanced Hindi-Urdu II,1,FC-AESTH or FC-GLOBAL,
HNUR,101,Elementary Hindi-Urdu I,0,,
HNUR,102,Elementary Hindi-Urdu II,0,,
HNUR,407,South Asian Society and Culture,1,FC-GLOBAL or FC-VALUES,
HNUR,408,South Asian Media and Film,1,FC-AESTH or FC-CREATE,
HNUR,490,Topics in Hindi-Urdu Literature and Language,0,,
HNUR,496,Independent Readings in Hindi-Urdu,0,,
HNUR,221,Introduction to the Urdu Script (Nastaliq),0,,
HNUR,220,Introduction to the Hindi Script (Devanagari),0,,
HNUR,410,Seminar on the Urdu-Hindi Ghazal,0,,
HNUR,409,Sex and Social Justice in South Asia,1,FC-GLOBAL,
HNUR,411,Health and Medicine in South Asia,1,FC-KNOWING or FC-VALUES,
HNUR,308,Hindi-Urdu Languages across the Curriculum Recitation,0,,
HUNG,401,Elementary Hungarian,0,,
HUNG,402,Elementary Hungarian,0,,
HUNG,403,Intermediate Hungarian Language,0,,
HUNG,404,Intermediate Hungarian Language,0,,
HUNG,490,Topics in Hungarian Culture,0,,
HUNG,411,Introduction to Hungarian Literature,0,,
HUNG,406,Advanced Hungarian,0,,
HUNG,405,Advanced Hungarian,0,,
HUNG,407,The Structure of Modern Hungarian,0,,
ICMU,401,Patient Facilitator Internship,0,,
ICMU,401L,Introduction to Clinical Medicine Undergraduate-Lab,0,,
ICMU,402,Introduction to Clinical Medicine-Undergraduate,0,,
IDST,396,Independent Study,0,,
IDST,199,Modes of Inquiry,0,,
IDST,89,First-Year Seminar: Special Topics,0,,
IDST,496,Independent Study,0,,
IDST,190,Triple-I: Special Topics,0,,
IDST,198,Research beyond Academia,0,,
IDST,201,Increasing Diversity in STEM Research,0,,
IDST,195,Undergraduate Research Consulting Team,0,,
IDST,290,Special Topics in Interdisciplinary Studies,0,,
IDST,180,First-Generation College Students in Higher Education,0,,
IDST,111,"Triple-I: Ethics, Economics, and Public Policy",0,,
IDST,112,Triple-I: Death and Dying,0,,
IDST,113,Triple-I: The Idea of Race,0,,
IDST,114,"Triple-I: Science Fiction, the Environment, and Vulnerable Communities",0,,
IDST,115,Triple-I: Understanding Health and Happiness,0,,
IDST,116,Triple-I: Gender,0,,
IDST,117,"Triple-I: Experiencing Latin America: Bodies, Belonging, Nature",0,,
IDST,190L,Special Topics in Interdisciplinary Studies Lab,0,,
IDST,118,"Triple-I: Fake News, Real Science",0,,
IDST,119,"Triple-I: Food: People, Politics, and Policies",0,,
IDST,101,College Thriving,0,,
IDST,111L,Data Literacy Lab,0,,
IDST,112L,Data Literacy Lab,0,,
IDST,113L,Data Literacy Lab,0,,
IDST,114L,Data Literacy Lab,0,,
IDST,115L,Data Literacy Lab,0,,
IDST,116L,Data Literacy Lab,0,,
IDST,117L,Data Literacy Lab,0,,
IDST,118L,Data Literacy Lab,0,,
IDST,121,Triple-I: Performing and Imagining the American South,0,,
IDST,121L,Data Literacy Lab,0,,
IDST,124,"Triple-I: Pandemics: Ethics, Literatures, and Cultures",0,,
IDST,124L,Data Literacy Lab,0,,
IDST,119L,Data Literacy Lab,0,,
IDST,125,Triple-I: The Art and Science of Expertise,0,,
IDST,125L,Data Literacy Lab,0,,
IDST,126,Triple-I: Values and Prices,0,,
IDST,126L,Data Literacy Lab,0,,
IDST,132,Triple-I: Science for Hyperpartisan Times,0,,
IDST,132L,Data Literacy Lab,0,,
IDST,123,Triple-I: Borders and Boundaries,0,,
IDST,123L,Data Literacy Lab,0,,
IDST,129,Triple-I: Countering Hate,0,,
IDST,129L,Data Literacy Lab,0,,
IDST,130,Triple-I: The Future of Food,0,,
IDST,130L,Data Literacy Lab,0,,
IDST,133,Triple-I: How to Not Be Fooled - Or Fool Yourself,0,,
IDST,133L,Data Literacy Lab,0,,
IDST,293,Global Tech Experience,0,,
IDST,122,Triple-I: Humans and the Cosmos,0,,
IDST,122L,Data Literacy Lab,0,,
IDST,120,"Triple-I: Myths, Moons, and Methods",0,,
IDST,120L,Data Literacy Lab,0,,
IDST,127,Triple-I: What is Art? Where is Art?,0,,
IDST,127L,Data Literacy Lab,0,,
IDST,197,Research with the American South,0,,
IDST,128,Triple-I: Never in Polite Company: Talking about Religion and Politics in Public,0,,
IDST,128L,Data Literacy Lab,0,,
INLS,201,Foundations of Information Science,1,FC-KNOWING,
INLS,161,Tools for Information Literacy,0,,
INLS,490,Selected Topics,0,,
INLS,500,Human Information Interactions,0,,
INLS,382,Information Systems Analysis and Design,0,,
INLS,396,Independent Study in Information Systems,0,,
INLS,151,Retrieving and Analyzing Information,1,FC-KNOWING,
INLS,385,Information Use for Organizational Effectiveness,0,,
INLS,393,Information Science Internship,0,,
INLS,318,Human Computer Interaction,0,,
INLS,89,First-Year Seminar: Special Topics,0,,
INLS,465,Understanding Information Technology for Managing Digital Collections,0,,
INLS,203,Human Information Behavior,0,,
INLS,384,Information and Computer Ethics,1,FC-KNOWING or FC-VALUES,
INLS,202,Retrieval and Organizing Systems,0,,
INLS,418,Human Factors in System Design,0,,
INLS,73,First-Year Seminar: Smart Cities,0,,
INLS,493,Professional Field Experience,0,,
INLS,467,Introduction to Information Security,0,,
ITAL,310,Italian Conversation,1,FC-CREATE,
ITAL,330,Italian History and Culture I,0,,
ITAL,401,Beginning Accelerated Italian,0,,
ITAL,402,Intermediate Accelerated Italian,0,,
ITAL,101,Elementary Italian I,0,,
ITAL,102,Elementary Italian II,0,,
ITAL,203,Intermediate Italian I,0,,
ITAL,204,Intermediate Italian II,1,FC-CREATE or FC-GLOBAL,
ITAL,382,The Italian Novel,0,,
ITAL,300,"Communicating in Italian:  Media, Culture, and Society",1,FC-CREATE,
ITAL,396,Independent Study in Italian Literature,0,,
ITAL,258,Modern Italy since 1848,0,,
ITAL,242,Italy and Modernity: Culture in a Changing Country,0,,
ITAL,241,The Renaissance Mind and Body,1,FC-AESTH or FC-PAST,
ITAL,398,Undergraduate Seminar in Italian,0,,
ITAL,333,Italian Film and Culture,1,FC-AESTH or FC-CREATE,
ITAL,343,Italian Culture Today: Modern Italy as a Nation 1860 to Present,1,FC-KNOWING or FC-PAST,
ITAL,331,Italian History and Culture II,0,,
ITAL,335,Themes in Italian Film,1,FC-AESTH,
ITAL,357,"Dante, Petrarch, and Boccaccio in English",0,,
ITAL,308,LAC Recitation,0,,
ITAL,340,Italian America,1,FC-AESTH or FC-POWER,
ITAL,345,Italian Women Writers,0,,
ITAL,395,Research for Advanced Students,0,,
ITAL,250,"Italian Fascism: Between History, Fiction, and Film",0,,
ITAL,337,Cinema for Italian Conversation,0,,
ITAL,365,Italian Food and Culture,1,FC-GLOBAL or FC-PAST,
ITAL,320,"Italian Cities and Cultures: History, Power, and Ecology",1,FC-POWER or FC-VALUES,
ITAL,346,"Gender, Sexuality, and Representation in Early Modern Italy and Europe",0,,
ITAL,359,"Medieval Frauds: Fake News, Counterfeits, and Forgeries",1,FC-KNOWING or FC-PAST,
ITAL,385,Italian Landscapes: Italy in the UNESCO World Heritage List,1,FC-AESTH or FC-VALUES,
ITAL,388,Environmental Issues in Italian Literature and Film,1,FC-AESTH or FC-VALUES,
ITAL,130,Dante's Divine Comedy,1,FC-AESTH or FC-PAST,
ITAL,372,"Poetry, Parchment, Polis",1,FC-AESTH or FC-PAST,
ITAL,374,Italian Ecofiction in Global Perspective,1,FC-AESTH or FC-VALUES,
ITAL,51,First-Year Seminar: Contagion and Culture: Lessons from Italy,1,FC-PAST,
ITAL,296,Course Correspondent Project in Italian,0,,
JAPN,101,Elementary Japanese I,0,,
JAPN,102,Elementary Japanese II,0,,
JAPN,203,Intermediate Japanese I,0,,
JAPN,204,Intermediate Japanese II,0,,
JAPN,306,Advanced Japanese II,0,,
JAPN,490,Topics in Japanese Language and Literature,0,,
JAPN,305,Advanced Japanese I,0,,
JAPN,160,Introduction to Japanese Literature in Translation,1,FC-AESTH or FC-KNOWING,
JAPN,408,Japanese Journalism,0,,
JAPN,410,Topics in Contemporary Japanese Literature,0,,
JAPN,482,"Embodying Japan: The Cultures of Beauty, Sports, and Medicine in Japan",1,FC-GLOBAL or FC-KNOWING,
JAPN,375,"The Culture of Modern, Imperial Japan, 1900-1945",1,FC-PAST or FC-VALUES,
JAPN,496,Independent Readings in Japanese,0,,
JAPN,162,Japanese Popular Culture,1,FC-GLOBAL or FC-KNOWING,
JAPN,411,Food and Culture in Japan,0,,
JAPN,412,Making Music in Japan,1,FC-AESTH,
JAPN,231,Ancient and Medieval Japanese History and Culture,1,FC-GLOBAL or FC-PAST,
JAPN,246,Early Modern Japanese History and Culture,1,FC-GLOBAL or FC-PAST,
JAPN,451,"Swords, Tea Bowls, and Woodblock Prints: Exploring Japanese Material Culture",1,FC-AESTH or FC-PAST,
JAPN,414,Manga as a Japanese Art and Culture,1,FC-AESTH,
JAPN,415,Sports in Japanese Culture,0,,
JAPN,416,Understanding Japanese Business Culture and Its Practice,0,,
JAPN,277,"Empire of Sex: Eroticism, Mass Culture, and Geopolitics in Japan, 1945-Present",1,FC-KNOWING or FC-PAST,
JAPN,401,Gateway to Mastering Japanese,0,,
JAPN,417,Japanese Culture through Film and Literature,1,FC-AESTH or FC-GLOBAL,
JAPN,418,Service Learning in Japanese Language,0,,
JWST,110,The Archaeology of Palestine in the New Testament Period,1,FC-KNOWING or FC-PAST,
JWST,476,Religion and Ethnicity,0,,
JWST,239,German Culture and the Jewish Question,0,,
JWST,103,Introduction to the Hebrew Bible/Old Testament Literature,1,FC-KNOWING or FC-PAST,
JWST,153,From the Bible to Broadway: Jewish History to Modern Times,1,FC-PAST,
JWST,143,Judaism in Our Time,0,,
JWST,101,Elementary Modern Hebrew I,0,,
JWST,102,Elementary Modern Hebrew II,0,,
JWST,106,Introduction to Early Judaism,1,FC-KNOWING or FC-PAST,
JWST,203,Intermediate Modern Hebrew I,0,,
JWST,243,Introduction to American Judaism,0,,
JWST,204,Intermediate Modern Hebrew II,0,,
JWST,206,Prophecy and Divination in Ancient Israel and Judah,0,,
JWST,103H,Introduction to the Hebrew Bible/Old Testament Literature,1,FC-KNOWING or FC-PAST,
JWST,469,Coming to America: The Slavic Immigrant Experience in Literature,0,,
JWST,465,Literature of Atrocity: The Gulag and the Holocaust in the Soviet Union and Eastern Europe,0,,
JWST,206H,Prophecy and Divination in Ancient Israel and Judah,0,,
JWST,343,Religion in Modern Israel,1,FC-POWER,
JWST,262,History of the Holocaust: The Destruction of the European Jews,1,FC-PAST or FC-POWER,
JWST,56,"First-Year Seminar: Germans, Jews, and the History of Anti-Semitism",1,FC-PAST or FC-POWER,
JWST,60,First-Year Seminar: Israeli Culture and Society: Collective Memories and Fragmented Identities,1,FC-GLOBAL or FC-POWER,
JWST,412,From Communism to Capitalism: 20th- and 21st-Century Polish Literature and Culture,0,,
JWST,464,Imagined Jews: Jewish Themes in Polish and Russian Literature,0,,
JWST,107,Introduction to Modern Judaism,0,,
JWST,444,Gender and Sexuality in Contemporary Judaism,0,,
JWST,289,Jewish American Literature and Culture of the 20th Century,0,,
JWST,253,A Social History of Jewish Women in America,1,FC-PAST or FC-POWER,
JWST,486,"The Jewish South: Race, Region, and Religion",1,FC-PAST or FC-POWER,
JWST,305,"Advanced Composition and Conversation: Immigration, Ethnicities, and Religious Traditions",1,FC-KNOWING,
JWST,306,Advanced Composition and Conversation: Zionism and the Hebrew Language,1,FC-KNOWING,
JWST,235,"Israeli Cinema: Gender, Nation, and Ethnicity",1,FC-AESTH,
JWST,100,Introduction to Jewish Studies,1,FC-PAST or FC-VALUES,
JWST,360,The Jewish Writer in American Life,0,,
JWST,436,"Language, Exile, and Homeland in Zionist Thought and Practice",1,FC-GLOBAL or FC-POWER,
JWST,330,Jesus and the Jews: From the Bible to the Big Screen,0,,
JWST,225,Popular and Pious: Early Modern Jewish Literature,1,FC-PAST or FC-VALUES,
JWST,211,Classical Hebrew I:  A Linguistic Introduction to the Hebrew Bible,1,FC-KNOWING or FC-PAST,
JWST,462,"The Arab-Jews: Culture, Community, and Coexistence",1,FC-GLOBAL or FC-POWER,
JWST,212,Classical Hebrew II: A Linguistic Introduction to the Hebrew Bible,1,FC-AESTH or FC-PAST,
